"","old score","sentence1","sentence2","label","score"
"185","3.6","عروس و داماد بعد از ازدواج می روند","یک زوج متاهل در حال گذر از راهرو هستند","5","4"
"186","4","عروس و داماد پس از عروسی می رسند","یک زوج متاهل در حال گذر از راهرو هستند","5","4"
"187","2.6","یک زوج متاهل در حال گذر از راهرو هستند","عروس پس از عروسی داماد را ترک می کند","5","3"
"188","3.4","یک زوج متاهل در حال گذر از راهرو هستند","عروس و داماد بعد از عروسی در حال رفتن هستند","5","3"
"189","4.8","این کلاس توسط دانش آموزان در کلاس مشاهده می شود","این کلاس با حضور دانش آموزان کلاس برگزار می شود","4","5"
"190","3.4","این کلاس با حضور دانش آموزان کلاس برگزار می شود","یک کلاس مملو از دانش آموزان است","4","3"
"191","3","این کلاس توسط دانش آموزان در کلاس مشاهده می شود","یک کلاس خالی است","4","3"
"192","3.2","پسری که روی تپه ای پوشیده از برف است کت قرمز و کلاهی سیاه بر سر دارد و روی زانوهاش می لغزد","پسری در پایین تپه ای پوشیده از برف برهنه است و روی زانوها نشسته است","0","3"
"193","3.5","پسری که روی تپه ای پوشیده از برف است کت قرمز و کلاهی سیاه بر سر دارد و روی زانوهاش می لغزد","پسری که روی سرسره قرمز و سیاه است ژاکت و کلاه به سر دارد و زانوهایی دارد که برف پوشیده است","0","4"
"194","3.4","پسری که روی تپه ای پوشیده از برف است کت قرمز و کلاهی سیاه بر سر دارد و روی زانوهاش می لغزد","بچه هنوز در برف است","5","3"
"195","4.5","یک زن و یک سگ با آرامش روی کنده درخت نشسته اند","یک زن و یک سگ روی کنده درخت نشسته اند","1","5"
"196","4.4","زنی که پیر است ، نزدیک سگی است که کت سفید دارد","زنی که پیر است ، نزدیک سگ سفید است","1","4"
"197","2.4","زنی که پیر است از سگ سفید دور است","یک زن و یک سگ روی کنده درخت نشسته اند","1","2"
"198","3.5","مردی در حال آبیاری چمن ها است و با هیجان با یک سگ بازی می کند","سگی با هیجان در چمن با آب بازی می کند","5","4"
"199","4.4","دو نفر در برف هستند و لباسی پوشیده اند که استتار می کند","برخی از مردم در برف هستند ، لباسهایی را پوشیده اند که استتار می کند","5","4"
"200","2.7","دو نفر در برف هستند و لباسی پوشیده اند که استتار می کند","دو نفر در حال راه رفتن دو سگ با کت های طلایی در برف هستند","4","3"
"201","2.2","هیچ دختری وجود ندارد که تی شرت بپوشد و دهان خود را باز نگه دارد","دختری از آسیا ، جلوی پنجره آجری ، متعجب به نظر می رسد","1","2"
"202","2.4","دختری از آسیا ، جلوی پنجره ای که از آجر ساخته شده ، متعجب به نظر می رسد","دختری تی شرت پوشیده و دهانش باز است.","1","2"
"203","2.1","دختری از آسیا ، جلوی پنجره آجری ، تعجب آور به نظر نمی رسد","دختری تی شرت پوشیده و دهانش باز است.","1","2"
"204","2.3","هیچ شخصی با چرخ دنده دوچرخه وجود ندارد که به طور ثابت در مقابل کوه ایستاده باشد","گروهی از افراد به تجهیزات حفاظتی مجهز هستند","5","2"
"205","2","گروهی از افراد مجهز به چرخ دنده ای هستند که برای محافظت استفاده می شود","شخصی که دارای تجهیزات دوچرخه سواری است به طور ثابت در مقابل برخی کوه ها ایستاده است","5","2"
"206","4.6","بچه کوچک در حال بازی فوتبال است و بی ضرر به زمین می افتد","بچه کوچک در حال بازی فوتبال است و در چمن می افتد","4","5"
"207","4.1","هیچ بچه کوچکی وجود ندارد که فوتبال بازی کند و در چمن بیفتد","بچه کوچک در حال بازی فوتبال است و در چمن می افتد","4","4"
"208","3.9","مردی با وسایلی که برای کوهنوردی استفاده می شود از صخره ای سفید و عمودی معلق است.","مردی با تجهیزات مورد استفاده برای کوهنوردی در زیر یک سنگ سفید و عمودی قرار دارد","0","4"
"209","4.085","زنی با دم اسبی در حال بالا رفتن از دیواره سنگی است","زنی با دم اسبی در حال بالا رفتن از دیواری از سنگ است","1","4"
"210","2.9","زنی با دم اسبی در حال بالا رفتن از دیواری از سنگ است","زنی در حال ردیابی اسبی در نزدیکی دیواره صخره نوردی است","1","3"
"211","1.8","زنی در حال ردیابی اسبی در نزدیکی دیواره صخره نوردی است","مردی با وسایلی که برای کوهنوردی استفاده می شود از صخره ای سفید و عمودی معلق است.","5","2"
"212","1.8","زنی با دم اسبی در حال بالا رفتن از دیواری از سنگ است","تجهیزات کوهنوردی برای نجات یک مرد از یک سنگ سفید و عمودی معلق است","5","2"
"213","2.7","مردی با وسایلی که برای کوهنوردی استفاده می شود از صخره ای سفید و عمودی معلق است.","زنی با دم اسبی در حال بالا رفتن از دیواری از سنگ است","5","3"
"214","3.7","یک سگ سفید و یک سیاه هم کنار هم روی چمن ها نشسته اند","یک سگ سفید و یک سگ سیاه در کنار هم روی چمن ها می دوند","3","4"
"215","4.4","یک سگ سفید و یک سگ سیاه با شادی در کنار هم روی چمن ها می دوند","یک سگ سیاه و سفید با خوشحالی روی چمن ها می دوند","3","4"
"216","4.115","یک سگ سفید و یک سیاه هم کنار هم روی چمن ها نشسته اند","یک سگ سیاه و سفید با خوشحالی روی چمن ها می دوند","3","4"
"217","2.3","یک فرد سیاه پوست سفید با خوشحالی با سگ روی چمن ها می دود","یک سگ سفید و یک سگ سیاه در کنار هم روی چمن ها می دوند","5","2"
